county,White,"Black or African American	","American Indian or Alaska Native	",Hispanic,"Laotian or Hmong	","Other Asian or Pacific Islander	",Non-Hispanic other,Non-Hispanic two or more races
All,42486,5679,510,6951,1221,1346,268,1449
Adams,100,<5,<5,5,0,<5,0,<5
Ashland,133,0,17,6,0,0,0,11
Barron,394,16,<5,16,0,<5,0,10
Bayfield,96,0,11,6,0,0,0,5
Brown,2053,139,75,484,100,40,18,85
Buffalo,124,0,0,<5,0,0,0,<5
Burnett,83,0,5,<5,0,<5,0,<5
Calumet,400,5,<5,39,10,6,0,6
Chippewa,618,<5,<5,10,7,5,0,6
Clark,496,0,0,64,0,<5,0,5
Columbia,517,5,<5,32,<5,6,<5,9
Crawford,152,0,0,7,0,0,0,0
Dane,3900,492,13,608,107,261,42,155
Dodge,644,7,<5,78,<5,5,<5,8
Door,161,<5,0,21,0,<5,0,<5
Douglas,370,6,8,8,<5,<5,0,14
Dunn,377,<5,0,13,15,<5,0,6
Eau Claire,914,13,<5,44,71,26,<5,21
Florence,21,0,<5,<5,0,0,0,0
Fond du Lac,750,43,<5,151,9,<5,<5,20
Forest,66,<5,16,5,0,0,0,<5
Grant,529,7,<5,22,0,5,0,6
Green,314,<5,0,23,0,5,0,<5
Green Lake,186,0,<5,18,<5,<5,0,<5
Iowa,236,<5,0,6,<5,<5,0,<5
Iron,41,0,<5,<5,0,0,0,<5
Jackson,183,<5,8,7,0,0,0,<5
Jefferson,663,<5,0,101,<5,7,<5,13
Juneau,213,<5,<5,7,0,<5,0,<5
Kenosha,1046,176,<5,330,<5,36,<5,61
Kewaunee,181,0,<5,15,0,0,0,<5
La Crosse,904,23,<5,35,77,19,<5,20
Lafayette,214,0,0,41,0,<5,0,<5
Langlade,153,<5,<5,5,<5,0,0,<5
Lincoln,239,<5,<5,6,<5,<5,0,<5
Manitowoc,537,27,5,79,36,<5,<5,7
Marathon,1168,19,5,89,144,20,0,17
Marinette,338,7,<5,21,0,0,0,6
Marquette,111,0,<5,9,0,<5,0,<5
Menominee,6,0,51,5,0,0,0,<5
Milwaukee,3953,3837,34,2406,281,427,156,425
Monroe,498,6,<5,53,<5,<5,<5,6
Oconto,301,5,12,17,<5,0,0,8
Oneida,231,<5,8,7,0,<5,0,<5
Outagamie,1691,71,25,147,82,37,<5,26
Ozaukee,738,17,0,33,<5,29,<5,17
Pepin,77,0,0,<5,0,0,0,0
Pierce,368,<5,<5,16,<5,<5,0,5
Polk,354,<5,7,11,0,<5,0,9
Portage,463,13,<5,48,16,7,<5,10
Price,82,0,0,<5,0,7,0,0
Racine,1212,363,<5,413,<5,32,<5,89
Richland,145,<5,0,13,0,<5,0,<5
Rock,1290,108,<5,282,<5,15,<5,69
Rusk,116,0,<5,5,0,0,0,<5
St. Croix,939,<5,<5,45,<5,9,0,17
Sauk,612,11,8,75,<5,6,<5,15
Sawyer,88,0,29,6,0,<5,0,15
Shawano,318,<5,50,33,0,<5,0,18
Sheboygan,787,35,<5,143,99,33,6,27
Taylor,211,<5,0,14,0,<5,0,<5
Trempealeau,266,<5,<5,86,<5,5,0,6
Vernon,407,0,0,6,<5,0,0,<5
Vilas,121,0,34,9,0,<5,0,<5
Walworth,716,6,<5,153,<5,7,<5,16
Washburn,106,0,<5,<5,0,0,0,<5
Washington,1116,22,<5,65,18,22,<5,27
Waukesha,3176,71,<5,252,22,176,5,55
Waupaca,429,<5,5,22,0,<5,<5,<5
Waushara,160,0,<5,26,0,<5,0,<5
Winnebago,1290,84,9,89,81,23,9,30
Wood,591,<5,9,44,12,11,<5,10
